순,등록번호,청구기호,서명,저작자,편/권차,발행자,발행년,가격,자료실명
2160,EM0000453777,234.8-보227ㅂ,부모님이 나이 들어 가실 때  : 하느님과 함께하는 부모님의 신앙 여정,"아니 보듀셀, 클로드 보듀셀 지음  ; 이재정 옮김",,가톨릭출판사,2019,8000,임시자료실
2161,EM0000453778,843.6-패239ㅂ,브링 미 백  : B.A. 패리스 장편소설,지은이: B.A. 패리스  ; 옮긴이: 황금진,,Arte(아르테),2019,14000,임시자료실
2162,EM0000453779,235.82-김96ㅂ,비극을 견디고 주체로 농담하기  : 소진사회의 인간과 종교,김화영 지음,,nada,2019,15000,임시자료실
2163,EM0000453780,834-모239ㅅ,사람이 귀엽게 보이는 높이,모리미 도미히코 지음  ; 김민정 옮김,,Arte(아르테),2019,16000,임시자료실
2164,EM0000453781,청813.7-탁14ㅅ,사랑에 빠질 때 나누는 말들  : 탁경은 장편소설,지은이: 탁경은,,사계절,2019,11000,임시자료실
2165,EM0000453782,청843-앨43ㅅ,사랑은 오프비트  : 베키 앨버탤리 장편소설,베키 앨버탤리 [지음]  ; 신소희 옮김,,돌베개,2019,15000,임시자료실
2166,EM0000453783,650.4-안14사,사랑이 나에게  : 고흐와 셰익스피어 사이에서 인생을 만나다  : 안경숙 에세이,안경숙 지음,,한길사,2019,16000,임시자료실
2167,EM0000453784,818-조64ㅅ,사소하지만 내 감정입니다  : 이 순간 내 마음을 만나고 싶을 때  : 조연주 에세이,지은이: 조연주,,Booksgo(북스고),2019,13800,임시자료실
2168,EM0000453785,843.6-쿤818ㅅ,사일런트 코너  : 딘 쿤츠 장편소설,지은이: 딘 쿤츠  ; 옮긴이: 유소영,,북로드,2019,14800,임시자료실
2169,EM0000453786,청813.7-장73ㅅ,사춘기 문예반  : 장정희 장편소설,지은이: 장정희,,서유재,2019,11000,임시자료실
2170,EM0000453787,청814.7-홍811ㅅ,사춘기는 수다쟁이,홍창미 지음,,예솔,2019,10000,임시자료실
2171,EM0000453788,813.7-조211ㅅ,사하맨션  : 조남주 장편소설,지은이: 조남주,,민음사,2019,14000,임시자료실
2172,EM0000453789,839.61-가238ㅅ,새벽의 열기,가르도시 피테르 지음  ; 이재형 옮김,,무소의뿔,2019,16000,임시자료실
2173,EM0000453790,818-김14ㅅ,서른이 벌써 어른은 아직 : 괜찮을 거라는 말 대신 괜찮아지려는 모습의 기록,김경빈 지음,,답,2019,14500,임시자료실
2174,EM0000453792,813.7-부17ㅅ,세실리아  = Cecilia  : 네 편의 단편소설 모음집,부꾸미 지음,,보민출판사,2019,14000,임시자료실
2175,EM0000453793,843.6-볼73ㅅ,센서스  : 제시 볼 장편소설,지은이: 제시 볼  ; 옮긴이: 김선형,,소소의책,2019,14800,임시자료실
2176,EM0000453794,813.7-김57ㅅ,소설 보다  : 봄 2019,"지은이: 김수온, 백수린, 장희원",,문학과지성사,2019,3500,임시자료실
2177,EM0000453795,818-임813ㅅ,손들지 않는 기자들  : 언론인 임철순의 유쾌한 어문 에세이,지은이: 임철순,,열린책들,2019,15000,임시자료실
2178,EM0000453797,청410-이67ㅅ-2-2,"수학특성화중학교  : season 2 . 2, 얼굴천재 무리수와 의문의 숫자들",김주희 ; 이윤원 지음  ; 녹시 그림,02월 02일,뜨인돌,2019,12000,임시자료실
2179,EM0000453798,853-프239ㅅ,슈틸러  : 막스 프리슈 장편소설,지은이: 막스 프리슈  ; 옮긴이: 김인순,,문학동네,2019,17500,임시자료실
2180,EM0000453799,818-슛227ㅅ,"스물 셋, 지금부터 혼자 삽니다",글·사진: 슛뚜,,21세기북스,2019,15000,임시자료실
2181,EM0000453800,811.7-김53ㅅ,시련은 꽃의 거름이다  : 김성태 시집,지은이: 김성태,,보민출판사,2019,10000,임시자료실
2182,EM0000453801,811.35-시75,"시조, 서정시로 새기다  = Encounters with the Korean lyrical spirit : an anthology of Sijo","맹사성, 이현보, 이황, 정철, 신흠, 윤선도, 신계영, 이휘일, 황진이, 김천택, 박효관 지음  ; 고정희, 저스틴 M. 바이런-데이비스 편역",,아시아,2019,11500,임시자료실
2183,EM0000453802,234.8-정59ㅅ,신앙 사춘기  : 신앙의 숲에서 길 잃은 그리스도인들에게,지은이: 정신실,,뉴스앤조이,2019,11000,임시자료실
2184,EM0000453803,813.7-남94ㅇ-10,아도니스  = Adonis  : 남혜인 장편소설  : Part 2. 10,남혜인 지음,10,동아출판사,2019,11800,임시자료실
2185,EM0000453804,895.82-오58ㅇ,아들의 밤  : 읽는 순간 당신을 압도하는 작은 이야기,한느 오스타빅 지음  ; 함연진 옮김,,열아홉,2019,13800,임시자료실
2186,EM0000453805,224.3-고69,아무 일도 아니야!,고이즈미 요시히로 지음  ; 김지룡 옮김,,들녘,2019,13000,임시자료실
2187,EM0000453806,818-유57아,"아무에게도 하지 못한 말, 아무에게나 쓰다  : 늘 남에게 맞추느라 속마음 감추기 급급했던 당신에게",유수진 지음,,홍익출판사,2019,14800,임시자료실
2188,EM0000453807,청843-쉬63ㅇ,아이를 빌려드립니다,알렉스 쉬어러 지음  ; 이혜선 옮김,,미래인,2019,11000,임시자료실
2189,EM0000453808,823.7-구36ㅇ,악어 노트  = Notes of a crocodile  : 구묘진 장편소설,구묘진 지음  ; 방철환 옮김,,움직씨,2019,15000,임시자료실
2190,EM0000453809,843.6-정67ㅇ,안전한 나의 집  : 정윤 장편소설,정윤 지음  ; 최필원 옮김,,김영사,2019,13800,임시자료실
2191,EM0000453810,802-안73ㅈ,(안정효의) 자서전을 씁시다  : 글쓰기로 우리 인생을 되돌아보는 법,지은이: 안정효,,민음사,2019,19800,임시자료실
2192,EM0000453811,823.7-한51ㅇ,암시  : 한사오궁 장편소설,지은이: 한사오궁  ; 옮긴이: 문현선,,책과이음,2019,18000,임시자료실
2193,EM0000453813,833.6-어218,어느 가문의 비극,"고사카이 후보쿠 지음, 고가 사부로, 오시타 우다루, 쓰노다 기쿠오 [공]지음  ; 엄인경 옮김",,이상미디어,2019,14000,임시자료실
2194,EM0000453814,MC 813.8-안58ㅇ,"어느 날, 우리는  : 안승준, 홍나리 그림책",글: 안승준  ; 그림: 홍나리,,사계절,2019,14000,임시자료실
2195,EM0000453815,818-장97ㅇ,어쩌다 공무원 어쩌다 글쓰기  : 출근길에서 만나는 노무현 대통령 막내 필사의 생각 모음,장훈 지음,,Jelly Panda(젤리판다),2019,15000,임시자료실
2196,EM0000453816,911.0723-한77ㅇ,여든아홉이 되어서야 이 이야기를 꺼냅니다  : 박제된 역사 뒤 살아 있는 6·25전쟁 이야기,한준식 지음,,RHK(알에이치코리아),2019,13000,임시자료실
2197,EM0000453817,234.82-최94ㅇ,예능인  : 예수님의 능력으로 살아가는 인간,최형만 지음,,CLC,2019,12000,임시자료실
2198,EM0000453818,981.302-박94ㅇ,"오늘 하루 나 혼자 일본 여행  : 나, 하루, 일상의 재발견  : 박혜진 에세이",지은이: 박혜진,,책읽는고양이,2019,11900,임시자료실
2199,EM0000453819,598.1-이849ㅇ,"오늘은 여기까지만 하겠습니다 아이와 만화 보는 날이라서요  : 행복지수 1위 노르웨이에서 배운, 아빠로 행복하게 사는 법",이필준 지음,,반니,2019,13500,임시자료실
2200,EM0000453820,청813.7-설98ㅇ,오늘은 죽음의 날입니다  : 설흔 장편소설,글쓴이: 설흔,,단비(danbi),2019,11000,임시자료실
2201,EM0000453821,843.4-스833ㅇ,올레오 마가린 왕자 도난 사건,마크 트웨인 원작  ; 필립 스테드 글  ; 에린 스테드 그림  ; 김경주 옮김,,Arte(북이십일 아르테),2019,15000,임시자료실
2202,EM0000453822,831-이57ㅇ,와카·하이쿠·센류 그림 시집  : 한 줄짜리 日本詩,이수정 편역,,에피파니,2019,15000,임시자료실
2203,EM0000453823,813.7-진53ㅇ,외뿔이,진선락 지음,,글도,2019,13800,임시자료실
2204,EM0000453824,833.6-하831ㅇ,요괴를 빌려드립니다,지은이: 하타케나카 메구미  ; 옮긴이: 이규원,,북스피어,2019,12800,임시자료실
2205,EM0000453825,912-신64ㅇ,용을 삼킨 여인들  : 세상을 휘어잡은 황후들의 이야기,신영란 지음,,윌링북스,2019,20000,임시자료실
2206,EM0000453826,813.7-우239,우리가 먼저 가볼게요  : SF 허스토리 앤솔로지,"지은이: 김하율, dcdc, 오정연, 윤여경, 이루카, 이산화, 이진주, 이수현",,에디토리얼,2019,16000,임시자료실
2207,EM0000453827,813.7-김815ㅇ,우리가 빛의 속도로 갈 수 없다면  : 김초엽 소설,김초엽 지음,,허블,2019,14000,임시자료실
2208,EM0000453828,청813.7-이69ㅇ=2,우리의 여름을 기억해 줘  : 이인휘 장편소설,지은이: 이인휘,,우리학교,2019,13000,임시자료실
2209,EM0000453829,814.7-양19ㅇ,우아하게 사는 법  : 내면을 우아하게 다스리며 사는 법  : 양길주 산문집,지은이: 양길주,,책나무출판사,2019,12000,임시자료실
2210,EM0000453830,813.7-박51우,우주를 담아줘  : 박사랑 장편소설,지은이: 박사랑,,자음과모음,2019,13000,임시자료실
2211,EM0000453831,818-한64ㅇ,울면서 걷다,한여울 지음,,Qrious,2019,13000,임시자료실
2212,EM0000453832,813.6-김79ㅇ,유라의 하루  : 강남스타일 미대생 스토리  : 김진국 장편소설,김진국 지음,,지영북스,2019,13800,임시자료실
2213,EM0000453833,813.7-정34ㅇ,유품정리사  : 연꽃 죽음의 비밀  : 정명섭 장편소설,지은이: 정명섭,,한겨레출판,2019,14000,임시자료실
2214,EM0000453834,818-조222ㅇ,"은퇴, 퇴사 후 자존감여행  : 행복한 퇴사, 은퇴 여행을 위한 지침서",조대현 ; 정덕진 ; 김경진 지음,,나우출판사,2019,15000,임시자료실
2215,EM0000453836,813.7-윤65ㅇ,"이브, 너의 이름은 아내가 아니었다  : 윤옥순 장편소설",지은이: 윤옥순,,좋은땅,2018,20000,임시자료실
2216,EM0000453837,814.7-하45ㅇ,인생 계단 오르기  : 자전적 수필집,하봉수 지음,,맑은샘,2019,12000,임시자료실
2217,EM0000453838,859.7-네53ㄷ,디어 아그네스  = Dear agnes  : 호칸 네세르 소설,지은이: 호칸 네세르  ; 옮긴이: 김진아,,대원사,2019,13000,임시자료실
2218,EM0000453839,859.7-스835ㅇ,일렉트릭 스테이트  = The electric state,지은이: 시몬 스톨렌하그  ; 옮긴이: 이유진,,황금가지,2019,22000,임시자료실
2219,EM0000453840,223.52-법94ㅇ,읽는 그대로 깨달음의 詩  : 법현 스님과 함께하는 법구경,법현 스님 새김,,숨,2019,7900,임시자료실
2220,EM0000453841,224.3-고69ㅇ,있는 그대로 좋아!,고이즈미 요시히로 지음  ; 김지룡 옮김,,들녘,2019,13000,임시자료실
2221,EM0000453842,818-정68ㅁ,(자려고 누웠을 때) 마음에 걸리는 게 하나도 없는 밤,정은이 지음,,봄름,2019,13800,임시자료실
2222,EM0000453843,811.709-유75ㅈ,"작은 것이 아름답다  : 시, 깊고 넓게 겹쳐 읽기",지은이: 유종호,,민음사,2019,15000,임시자료실
2223,EM0000453844,823.7-처813ㅈ-3,잠중록  : 처처칭한 장편소설. 3,지은이: 처처칭한  ; 옮긴이: 서미영,3,Arte(북이십일 아르테),2019,16000,임시자료실
2224,EM0000453845,818-하73ㅈ,"장래희망은, 귀여운 할머니",지은이: 하정,,좋은여름,2019,18000,임시자료실
2225,EM0000453846,834-무231자,장수 고양이의 비밀  : 무라카미 하루키 에세이 걸작선,무라카미 하루키 지음  ; 안자이 미즈마루 그림  ; 홍은주 옮김,,문학동네,2019,14000,임시자료실
2226,EM0000453847,813.7-권34ㅈ-1,전장에 핀 무궁화 . 上,지은이: 권명애,1,맑은샘,2019,13000,임시자료실
2227,EM0000453848,813.7-권34ㅈ-2,전장에 핀 무궁화 . 下,지은이: 권명애,2,맑은샘,2019,13000,임시자료실
2228,EM0000453849,813.7-한811제,제1회 서울 역삼초등학교 18기 동창모임 준비위원회  : 한차현 장편소설,한차현 지음,,답,2019,13800,임시자료실
2229,EM0000453850,818-민75ㅈ,제가 어쩌다 운이 좋았습니다  : 민조킹 에세이,글·그림: 민조킹,,팬덤북스,2019,14000,임시자료실
2230,EM0000453851,843.6-기67ㅈ,조용한 게 좋아  : 이야기가 바뀌면 삶이 바뀐다  : 현대의 우화들,"닐 기유메트 글  ; 김성현, 박은미, 정성호 옮김",,성바오로,2019,15000,임시자료실
2231,EM0000453852,833.6-요59ㅈ,주주,지은이: 요시모토 바나나  ; 옮긴이: 김난주,,민음사,2019,13000,임시자료실
2232,EM0000453853,813.7-이811ㅈ,죽음의 바다,이창준 지음,,청어,2019,12000,임시자료실
2233,EM0000453854,813.7-차215ㅈ,죽음의 섬  : 차노휘 장편소설,차노휘 지음,,청어,2019,13000,임시자료실
2234,EM0000453856,813.7-정67ㅈ,"진이, 지니  : 정유정 장편소설",지은이: 정유정,,은행나무,2019,14000,임시자료실
2235,EM0000453857,847-캠43ㅈ,진짜 그런 책은 없는데요  : 또다시 찾아온 더 엉뚱한 손님들,젠 캠벨 지음  ; 더 브러더스 매클라우드 그림  ; 노지양 옮김,,현암사,2019,12000,임시자료실
2236,EM0000453858,818-권79ㅊ,찰랑이는 마음은 그냥 거기에 두기로 했다,권진희 지음,,Harmonybook(하모니북),2019,15000,임시자료실
2237,EM0000453859,813.6-조73ㅊ-1,천년의 질문  : 조정래 장편소설 . 1,조정래 지음,1,해냄출판사,2019,14800,임시자료실
2238,EM0000453860,813.6-조73ㅊ-2,천년의 질문  : 조정래 장편소설 . 2,조정래 지음,2,해냄출판사,2019,15800,임시자료실
2239,EM0000453861,813.6-조73ㅊ-3,천년의 질문  : 조정래 장편소설 . 3,조정래 지음,3,해냄출판사,2019,15800,임시자료실
2240,EM0000453862,청813.7-너211ㅊ,청춘설화  : 《삼국유사》와 현대소설의 만남,글: 너나들이  ; 엮은이: 박은영,,북랩(Booklab),2019,14800,임시자료실
2241,EM0000453863,833.6-히235ㅊ,체르노빌의 아이들  : 히로세 다카시 반핵평화소설,히로세 다카시 지음  ; 육후연 옮김,,프로메테우스,2019,12000,임시자료실
2242,EM0000453864,325.33-유219ㅊ,취준생 일기,글·그림: 유니유니,,더 퀘스트,2019,13000,임시자료실
2243,EM0000453865,813.7-정811ㅋ,"칼과 술   : 이순신의 벗, 선거이 장수 이야기",지은이: 정찬주,,작가정신,2019,15000,임시자료실
2244,EM0000453866,194.9-데69ㅋ,칼을 든 여자  : 직장에서 해고당하고 도축장에서 찾은 인생의 맛!,캐머스 데이비스 지음  ; 황성원 옮김,,메디치,2019,18000,임시자료실
2245,EM0000453867,818-안832ㅌ,탄자니아에서 분필을 들다,안태수 쓰고 찍다,,휴앤스토리,2019,13000,임시자료실
2246,EM0000453870,513.8504-서17ㅍ,판타스틱 우울백서  : 서귤의 정신과 치료일기,지은이: 서귤,,이후진프레스,2019,14000,임시자료실
2247,EM0000453871,818-김79프,(회사도 부서도 직급도 없지만) 프리하지 않은 프리랜서 라이프,김지은 지음,,지콜론북,2019,14800,임시자료실
2248,EM0000453872,813.7-백39ㅎ,해피 아포칼립스!  : 백민석 소설,지은이: 백민석,,Arte(아르테),2019,10000,임시자료실
2249,EM0000453873,813.7-소72ㅎ,행복하게 해줄게  : 소재원 장편소설,지은이: 소재원,,네오픽션,2019,13000,임시자료실
2250,EM0000453874,199.1-송94ㅎ,"행복하라, 더 행복하라  : 가벼운 행복론에 물든 세태에 대한 일침",송현 지음,,렛츠book(렛츠북),2019,13000,임시자료실
2251,EM0000453875,223.4-금91ㅎ,행이 깨끗하면 복은 저절로  : 범왕사 소장본 제법집요경 풀이,금하원욱 기획 ; 옥당일휴 역주,,운주사,2019,14000,임시자료실
2252,EM0000453876,813.7-이813ㅎ-1,허준 & 동의보감  : 장편다큐멘터리 . 권1,저자: 이철호,1,明文堂,2019,15000,임시자료실
2253,EM0000453877,813.7-이813ㅎ-2,허준 & 동의보감  : 장편다큐멘터리 . 권2,저자: 이철호,2,明文堂,2019,15000,임시자료실
2254,EM0000453878,813.7-이813ㅎ-3,허준 & 동의보감  : 장편다큐멘터리 . 권3,저자: 이철호,3,明文堂,2019,15000,임시자료실
2255,EM0000453879,853-헤53ㅎ,헤르만 헤세를 읽다  : 나르치스와 골드문트,지은이: 헤르만헤세  ; 번역: 우리글발전소,,오늘의책,2019,16000,임시자료실
2256,EM0000453880,811.609-이14ㅎ,현대시에 나타난 불교  : 이경철 평론집,지은이: 이경철,,일송북,2019,19000,임시자료실
2257,EM0000453881,848-헤39ㅎ,호주머니 속의 축제,어니스트 헤밍웨이 지음  ; 안정효 옮김,,민음사,2019,10800,임시자료실
