,word,sentiment
5479,slime,negative
5480,slog,negative
5481,slogged,negative
5482,slogging,negative
5483,slogs,negative
5484,sloooooooooooooow,negative
5485,sloooow,negative
5486,slooow,negative
5487,sloow,negative
5488,sloppily,negative
5489,sloppy,negative
5490,sloth,negative
5491,slothful,negative
5492,slow,negative
5493,slow-moving,negative
5494,slowed,negative
5495,slower,negative
5496,slowest,negative
5497,slowly,negative
5498,sloww,negative
5499,slowww,negative
5500,slowwww,negative
5501,slug,negative
5502,sluggish,negative
5503,slump,negative
5504,slumping,negative
5505,slumpping,negative
5506,slur,negative
5507,slut,negative
5508,sluts,negative
5509,sly,negative
5510,smack,negative
5511,smallish,negative
5512,smart,positive
5513,smarter,positive
5514,smartest,positive
5515,smartly,positive
5516,smash,negative
5517,smear,negative
5518,smell,negative
5519,smelled,negative
5520,smelling,negative
5521,smells,negative
5522,smelly,negative
5523,smelt,negative
5524,smile,positive
5525,smiles,positive
5526,smiling,positive
5527,smilingly,positive
5528,smitten,positive
5529,smoke,negative
5530,smokescreen,negative
5531,smolder,negative
5532,smoldering,negative
5533,smooth,positive
5534,smoother,positive
5535,smoothes,positive
5536,smoothest,positive
5537,smoothly,positive
5538,smother,negative
5539,smoulder,negative
5540,smouldering,negative
5541,smudge,negative
5542,smudged,negative
5543,smudges,negative
5544,smudging,negative
5545,smug,negative
5546,smugly,negative
5547,smut,negative
5548,smuttier,negative
5549,smuttiest,negative
5550,smutty,negative
5551,snag,negative
5552,snagged,negative
5553,snagging,negative
5554,snags,negative
5555,snappish,negative
5556,snappishly,negative
5557,snappy,positive
5558,snare,negative
5559,snarky,negative
5560,snarl,negative
5561,snazzy,positive
5562,sneak,negative
5563,sneakily,negative
5564,sneaky,negative
5565,sneer,negative
5566,sneering,negative
5567,sneeringly,negative
5568,snob,negative
5569,snobbish,negative
5570,snobby,negative
5571,snobish,negative
5572,snobs,negative
5573,snub,negative
5574,so-cal,negative
5575,soapy,negative
5576,sob,negative
5577,sober,negative
5578,sobering,negative
5579,sociable,positive
5580,soft,positive
5581,softer,positive
5582,solace,positive
5583,solemn,negative
5584,solicitous,positive
5585,solicitously,positive
5586,solicitude,negative
5587,solid,positive
5588,solidarity,positive
5589,somber,negative
5590,soothe,positive
5591,soothingly,positive
5592,sophisticated,positive
5593,sore,negative
5594,sorely,negative
5595,soreness,negative
5596,sorrow,negative
5597,sorrowful,negative
5598,sorrowfully,negative
5599,sorry,negative
5600,soulful,positive
5601,soundly,positive
5602,soundness,positive
5603,sour,negative
5604,sourly,negative
5605,spacious,positive
5606,spade,negative
5607,spank,negative
5608,sparkle,positive
5609,sparkling,positive
5610,spectacular,positive
5611,spectacularly,positive
5612,speedily,positive
5613,speedy,positive
5614,spellbind,positive
5615,spellbinding,positive
5616,spellbindingly,positive
5617,spellbound,positive
5618,spendy,negative
5619,spew,negative
5620,spewed,negative
5621,spewing,negative
5622,spews,negative
5623,spilling,negative
5624,spinster,negative
5625,spirited,positive
5626,spiritless,negative
5627,spiritual,positive
5628,spite,negative
5629,spiteful,negative
5630,spitefully,negative
5631,spitefulness,negative
5632,splatter,negative
5633,splendid,positive
5634,splendidly,positive
5635,splendor,positive
5636,split,negative
5637,splitting,negative
5638,spoil,negative
5639,spoilage,negative
5640,spoilages,negative
5641,spoiled,negative
5642,spoilled,negative
5643,spoils,negative
5644,spontaneous,positive
5645,spook,negative
5646,spookier,negative
5647,spookiest,negative
5648,spookily,negative
5649,spooky,negative
5650,spoon-fed,negative
5651,spoon-feed,negative
5652,spoonfed,negative
5653,sporadic,negative
5654,sporty,positive
5655,spotless,positive
5656,spotty,negative
5657,sprightly,positive
5658,spurious,negative
5659,spurn,negative
5660,sputter,negative
5661,squabble,negative
5662,squabbling,negative
5663,squander,negative
5664,squash,negative
5665,squeak,negative
5666,squeaks,negative
5667,squeaky,negative
5668,squeal,negative
5669,squealing,negative
5670,squeals,negative
5671,squirm,negative
5672,stab,negative
5673,stability,positive
5674,stabilize,positive
5675,stable,positive
5676,stagnant,negative
5677,stagnate,negative
5678,stagnation,negative
5679,staid,negative
5680,stain,negative
5681,stainless,positive
5682,stains,negative
5683,stale,negative
5684,stalemate,negative
5685,stall,negative
5686,stalls,negative
5687,stammer,negative
5688,stampede,negative
5689,standout,positive
5690,standstill,negative
5691,stark,negative
5692,starkly,negative
5693,startle,negative
5694,startling,negative
5695,startlingly,negative
5696,starvation,negative
5697,starve,negative
5698,state-of-the-art,positive
5699,stately,positive
5700,static,negative
5701,statuesque,positive
5702,staunch,positive
5703,staunchly,positive
5704,staunchness,positive
5705,steadfast,positive
5706,steadfastly,positive
5707,steadfastness,positive
5708,steadiest,positive
5709,steadiness,positive
5710,steady,positive
5711,steal,negative
5712,stealing,negative
5713,steals,negative
5714,steep,negative
5715,steeply,negative
5716,stellar,positive
5717,stellarly,positive
5718,stench,negative
5719,stereotype,negative
5720,stereotypical,negative
5721,stereotypically,negative
5722,stern,negative
5723,stew,negative
5724,sticky,negative
5725,stiff,negative
5726,stiffness,negative
5727,stifle,negative
5728,stifling,negative
5729,stiflingly,negative
5730,stigma,negative
5731,stigmatize,negative
5732,stimulate,positive
5733,stimulates,positive
5734,stimulating,positive
5735,stimulative,positive
5736,sting,negative
5737,stinging,negative
5738,stingingly,negative
5739,stingy,negative
5740,stink,negative
5741,stinks,negative
5742,stirringly,positive
5743,stodgy,negative
5744,stole,negative
5745,stolen,negative
5746,stooge,negative
5747,stooges,negative
5748,stormy,negative
5749,straggle,negative
5750,straggler,negative
5751,straighten,positive
5752,straightforward,positive
5753,strain,negative
5754,strained,negative
5755,straining,negative
5756,strange,negative
5757,strangely,negative
5758,stranger,negative
5759,strangest,negative
5760,strangle,negative
5761,streaky,negative
5762,streamlined,positive
5763,strenuous,negative
5764,stress,negative
5765,stresses,negative
5766,stressful,negative
5767,stressfully,negative
5768,stricken,negative
5769,strict,negative
5770,strictly,negative
5771,strident,negative
5772,stridently,negative
5773,strife,negative
5774,strike,negative
5775,striking,positive
5776,strikingly,positive
5777,stringent,negative
5778,stringently,negative
5779,striving,positive
5780,strong,positive
5781,stronger,positive
5782,strongest,positive
5783,struck,negative
5784,struggle,negative
5785,struggled,negative
5786,struggles,negative
5787,struggling,negative
5788,strut,negative
5789,stubborn,negative
5790,stubbornly,negative
5791,stubbornness,negative
5792,stuck,negative
5793,stuffy,negative
5794,stumble,negative
5795,stumbled,negative
5796,stumbles,negative
5797,stump,negative
5798,stumped,negative
5799,stumps,negative
5800,stun,negative
5801,stunned,positive
5802,stunning,positive
5803,stunningly,positive
5804,stunt,negative
5805,stunted,negative
5806,stupendous,positive
5807,stupendously,positive
5808,stupid,negative
5809,stupidest,negative
5810,stupidity,negative
5811,stupidly,negative
5812,stupified,negative
5813,stupify,negative
5814,stupor,negative
5815,sturdier,positive
5816,sturdy,positive
5817,stutter,negative
5818,stuttered,negative
5819,stuttering,negative
5820,stutters,negative
5821,sty,negative
5822,stylish,positive
5823,stylishly,positive
5824,stylized,positive
5825,stymied,negative
5826,suave,positive
5827,suavely,positive
5828,sub-par,negative
5829,subdued,negative
5830,subjected,negative
5831,subjection,negative
5832,subjugate,negative
5833,subjugation,negative
5834,sublime,positive
5835,submissive,negative
5836,subordinate,negative
5837,subpoena,negative
5838,subpoenas,negative
5839,subservience,negative
5840,subservient,negative
5841,subsidize,positive
5842,subsidized,positive
5843,subsidizes,positive
5844,subsidizing,positive
5845,substandard,negative
5846,substantive,positive
5847,subtract,negative
5848,subversion,negative
5849,subversive,negative
5850,subversively,negative
5851,subvert,negative
5852,succeed,positive
5853,succeeded,positive
5854,succeeding,positive
5855,succeeds,positive
5856,succes,positive
5857,success,positive
5858,successes,positive
5859,successful,positive
5860,successfully,positive
5861,succumb,negative
5862,suck,negative
5863,sucked,negative
5864,sucker,negative
5865,sucks,negative
5866,sucky,negative
5867,sue,negative
5868,sued,negative
5869,sueing,negative
5870,sues,negative
5871,suffer,negative
5872,suffered,negative
5873,sufferer,negative
5874,sufferers,negative
5875,suffering,negative
5876,suffers,negative
5877,suffice,positive
5878,sufficed,positive
5879,suffices,positive
5880,sufficient,positive
5881,sufficiently,positive
5882,suffocate,negative
5883,sugar-coat,negative
5884,sugar-coated,negative
5885,sugarcoated,negative
5886,suicidal,negative
5887,suicide,negative
5888,suitable,positive
5889,sulk,negative
5890,sullen,negative
5891,sully,negative
5892,sumptuous,positive
5893,sumptuously,positive
5894,sumptuousness,positive
5895,sunder,negative
5896,sunk,negative
5897,sunken,negative
5898,super,positive
5899,superb,positive
5900,superbly,positive
5901,superficial,negative
5902,superficiality,negative
5903,superficially,negative
5904,superfluous,negative
5905,superior,positive
5906,superiority,positive
5907,superstition,negative
5908,superstitious,negative
5909,supple,positive
5910,support,positive
5911,supported,positive
5912,supporter,positive
5913,supporting,positive
5914,supportive,positive
5915,supports,positive
5916,suppress,negative
5917,suppression,negative
5918,supremacy,positive
5919,supreme,positive
5920,supremely,positive
5921,supurb,positive
5922,supurbly,positive
5923,surmount,positive
5924,surpass,positive
5925,surreal,positive
5926,surrender,negative
5927,survival,positive
5928,survivor,positive
5929,susceptible,negative
5930,suspect,negative
5931,suspicion,negative
5932,suspicions,negative
5933,suspicious,negative
5934,suspiciously,negative
5935,sustainability,positive
5936,sustainable,positive
5937,swagger,negative
5938,swamped,negative
5939,swank,positive
5940,swankier,positive
5941,swankiest,positive
5942,swanky,positive
5943,sweaty,negative
5944,sweeping,positive
5945,sweet,positive
5946,sweeten,positive
5947,sweetheart,positive
5948,sweetly,positive
5949,sweetness,positive
5950,swelled,negative
5951,swelling,negative
5952,swift,positive
5953,swiftness,positive
5954,swindle,negative
5955,swipe,negative
5956,swollen,negative
5957,symptom,negative
5958,symptoms,negative
5959,syndrome,negative
5960,taboo,negative
5961,tacky,negative
5962,taint,negative
5963,tainted,negative
5964,talent,positive
5965,talented,positive
5966,talents,positive
5967,tamper,negative
5968,tangle,negative
5969,tangled,negative
5970,tangles,negative
5971,tank,negative
5972,tanked,negative
5973,tanks,negative
5974,tantalize,positive
5975,tantalizing,positive
5976,tantalizingly,positive
5977,tantrum,negative
5978,tardy,negative
5979,tarnish,negative
5980,tarnished,negative
5981,tarnishes,negative
5982,tarnishing,negative
5983,tattered,negative
5984,taunt,negative
5985,taunting,negative
5986,tauntingly,negative
5987,taunts,negative
5988,taut,negative
5989,tawdry,negative
5990,taxing,negative
5991,tease,negative
5992,teasingly,negative
5993,tedious,negative
5994,tediously,negative
5995,temerity,negative
5996,temper,negative
5997,tempest,negative
5998,tempt,positive
5999,temptation,negative
6000,tempting,positive
6001,temptingly,positive
6002,tenacious,positive
6003,tenaciously,positive
6004,tenacity,positive
6005,tender,positive
6006,tenderly,positive
6007,tenderness,negative
6008,tense,negative
6009,tension,negative
6010,tentative,negative
6011,tentatively,negative
6012,tenuous,negative
6013,tenuously,negative
6014,tepid,negative
6015,terrible,negative
6016,terribleness,negative
6017,terribly,negative
6018,terrific,positive
6019,terrifically,positive
6020,terror,negative
6021,terror-genic,negative
6022,terrorism,negative
6023,terrorize,negative
6024,testily,negative
6025,testy,negative
6026,tetchily,negative
6027,tetchy,negative
6028,thank,positive
6029,thankful,positive
6030,thankless,negative
6031,thicker,negative
6032,thinner,positive
6033,thirst,negative
6034,thorny,negative
6035,thoughtful,positive
6036,thoughtfully,positive
6037,thoughtfulness,positive
6038,thoughtless,negative
6039,thoughtlessly,negative
6040,thoughtlessness,negative
6041,thrash,negative
6042,threat,negative
6043,threaten,negative
6044,threatening,negative
6045,threats,negative
6046,threesome,negative
6047,thrift,positive
6048,thrifty,positive
6049,thrill,positive
6050,thrilled,positive
6051,thrilling,positive
6052,thrillingly,positive
6053,thrills,positive
6054,thrive,positive
6055,thriving,positive
6056,throb,negative
6057,throbbed,negative
6058,throbbing,negative
6059,throbs,negative
6060,throttle,negative
6061,thug,negative
6062,thumb-down,negative
6063,thumb-up,positive
6064,thumbs-down,negative
6065,thumbs-up,positive
6066,thwart,negative
6067,tickle,positive
6068,tidy,positive
6069,time-consuming,negative
6070,time-honored,positive
6071,timely,positive
6072,timid,negative
6073,timidity,negative
6074,timidly,negative
6075,timidness,negative
6076,tin-y,negative
6077,tingle,positive
6078,tingled,negative
6079,tingling,negative
6080,tired,negative
6081,tiresome,negative
6082,tiring,negative
6083,tiringly,negative
6084,titillate,positive
6085,titillating,positive
6086,titillatingly,positive
6087,togetherness,positive
6088,toil,negative
6089,tolerable,positive
6090,toll,negative
6091,toll-free,positive
6092,top,positive
6093,top-heavy,negative
6094,top-notch,positive
6095,top-quality,positive
6096,topnotch,positive
6097,topple,negative
6098,tops,positive
6099,torment,negative
6100,tormented,negative
6101,torrent,negative
6102,tortuous,negative
6103,torture,negative
6104,tortured,negative
6105,tortures,negative
6106,torturing,negative
6107,torturous,negative
6108,torturously,negative
6109,totalitarian,negative
6110,touchy,negative
6111,tough,positive
6112,tougher,positive
6113,toughest,positive
6114,toughness,negative
6115,tout,negative
6116,touted,negative
6117,touts,negative
6118,toxic,negative
6119,traction,positive
6120,traduce,negative
6121,tragedy,negative
6122,tragic,negative
6123,tragically,negative
6124,traitor,negative
6125,traitorous,negative
6126,traitorously,negative
6127,tramp,negative
6128,trample,negative
6129,tranquil,positive
6130,tranquility,positive
6131,transgress,negative
6132,transgression,negative
6133,transparent,positive
6134,trap,negative
6135,traped,negative
6136,trapped,negative
6137,trash,negative
6138,trashed,negative
6139,trashy,negative
6140,trauma,negative
6141,traumatic,negative
6142,traumatically,negative
6143,traumatize,negative
6144,traumatized,negative
6145,travesties,negative
6146,travesty,negative
6147,treacherous,negative
6148,treacherously,negative
6149,treachery,negative
6150,treason,negative
6151,treasonous,negative
6152,treasure,positive
6153,tremendously,positive
6154,trendy,positive
6155,trick,negative
6156,tricked,negative
6157,trickery,negative
6158,tricky,negative
6159,triumph,positive
6160,triumphal,positive
6161,triumphant,positive
6162,triumphantly,positive
6163,trivial,negative
6164,trivialize,negative
6165,trivially,positive
6166,trophy,positive
6167,trouble,negative
6168,trouble-free,positive
6169,troubled,negative
6170,troublemaker,negative
6171,troubles,negative
6172,troublesome,negative
6173,troublesomely,negative
6174,troubling,negative
6175,troublingly,negative
6176,truant,negative
6177,trump,positive
6178,trumpet,positive
6179,trust,positive
6180,trusted,positive
6181,trusting,positive
6182,trustingly,positive
6183,trustworthiness,positive
6184,trustworthy,positive
6185,trusty,positive
6186,truthful,positive
6187,truthfully,positive
6188,truthfulness,positive
6189,tumble,negative
6190,tumbled,negative
6191,tumbles,negative
6192,tumultuous,negative
6193,turbulent,negative
6194,turmoil,negative
6195,twinkly,positive
6196,twist,negative
6197,twisted,negative
6198,twists,negative
6199,two-faced,negative
6200,two-faces,negative
6201,tyrannical,negative
6202,tyrannically,negative
6203,tyranny,negative
6204,tyrant,negative
6205,ugh,negative
6206,uglier,negative
6207,ugliest,negative
6208,ugliness,negative
6209,ugly,negative
6210,ulterior,negative
6211,ultimatum,negative
6212,ultimatums,negative
6213,ultra-crisp,positive
6214,ultra-hardline,negative
6215,un-viewable,negative
6216,unabashed,positive
6217,unabashedly,positive
6218,unable,negative
6219,unacceptable,negative
6220,unacceptablely,negative
6221,unacceptably,negative
6222,unaccessible,negative
6223,unaccustomed,negative
6224,unachievable,negative
6225,unaffected,positive
6226,unaffordable,negative
6227,unappealing,negative
6228,unassailable,positive
6229,unattractive,negative
6230,unauthentic,negative
6231,unavailable,negative
6232,unavoidably,negative
6233,unbearable,negative
6234,unbearablely,negative
6235,unbeatable,positive
6236,unbelievable,negative
6237,unbelievably,negative
6238,unbiased,positive
6239,unbound,positive
6240,uncaring,negative
6241,uncertain,negative
6242,uncivil,negative
6243,uncivilized,negative
6244,unclean,negative
6245,unclear,negative
6246,uncollectible,negative
6247,uncomfortable,negative
6248,uncomfortably,negative
6249,uncomfy,negative
6250,uncompetitive,negative
6251,uncomplicated,positive
6252,uncompromising,negative
6253,uncompromisingly,negative
6254,unconditional,positive
6255,unconfirmed,negative
6256,unconstitutional,negative
6257,uncontrolled,negative
6258,unconvincing,negative
6259,unconvincingly,negative
6260,uncooperative,negative
6261,uncouth,negative
6262,uncreative,negative
6263,undamaged,positive
6264,undaunted,positive
6265,undecided,negative
6266,undefined,negative
6267,undependability,negative
6268,undependable,negative
6269,undercut,negative
6270,undercuts,negative
6271,undercutting,negative
6272,underdog,negative
6273,underestimate,negative
6274,underlings,negative
6275,undermine,negative
6276,undermined,negative
6277,undermines,negative
6278,undermining,negative
6279,underpaid,negative
6280,underpowered,negative
6281,undersized,negative
6282,understandable,positive
6283,undesirable,negative
6284,undetermined,negative
6285,undid,negative
6286,undignified,negative
6287,undisputable,positive
6288,undisputably,positive
6289,undisputed,positive
6290,undissolved,negative
6291,undocumented,negative
6292,undone,negative
6293,undue,negative
6294,unease,negative
6295,uneasily,negative
6296,uneasiness,negative
6297,uneasy,negative
6298,uneconomical,negative
6299,unemployed,negative
6300,unencumbered,positive
6301,unequal,negative
6302,unequivocal,positive
6303,unequivocally,positive
6304,unethical,negative
6305,uneven,negative
6306,uneventful,negative
6307,unexpected,negative
6308,unexpectedly,negative
6309,unexplained,negative
6310,unfairly,negative
6311,unfaithful,negative
6312,unfaithfully,negative
6313,unfamiliar,negative
6314,unfavorable,negative
6315,unfazed,positive
6316,unfeeling,negative
6317,unfettered,positive
6318,unfinished,negative
6319,unfit,negative
6320,unforeseen,negative
6321,unforgettable,positive
6322,unforgiving,negative
6323,unfortunate,negative
6324,unfortunately,negative
6325,unfounded,negative
6326,unfriendly,negative
6327,unfulfilled,negative
6328,unfunded,negative
6329,ungovernable,negative
6330,ungrateful,negative
6331,unhappily,negative
6332,unhappiness,negative
6333,unhappy,negative
6334,unhealthy,negative
6335,unhelpful,negative
6336,unilateralism,negative
6337,unimaginable,negative
6338,unimaginably,negative
6339,unimportant,negative
6340,uninformed,negative
6341,uninsured,negative
6342,unintelligible,negative
6343,unintelligile,negative
6344,unipolar,negative
6345,unity,positive
6346,unjust,negative
6347,unjustifiable,negative
6348,unjustifiably,negative
6349,unjustified,negative
6350,unjustly,negative
6351,unkind,negative
6352,unkindly,negative
6353,unknown,negative
6354,unlamentable,negative
6355,unlamentably,negative
6356,unlawful,negative
6357,unlawfully,negative
6358,unlawfulness,negative
6359,unleash,negative
6360,unlicensed,negative
6361,unlikely,negative
6362,unlimited,positive
6363,unlucky,negative
6364,unmatched,positive
6365,unmoved,negative
6366,unnatural,negative
6367,unnaturally,negative
6368,unnecessary,negative
6369,unneeded,negative
6370,unnerve,negative
6371,unnerved,negative
6372,unnerving,negative
6373,unnervingly,negative
6374,unnoticed,negative
6375,unobserved,negative
6376,unorthodox,negative
6377,unorthodoxy,negative
6378,unparalleled,positive
6379,unpleasant,negative
6380,unpleasantries,negative
6381,unpopular,negative
6382,unpredictable,negative
6383,unprepared,negative
6384,unproductive,negative
6385,unprofitable,negative
6386,unprove,negative
6387,unproved,negative
6388,unproven,negative
6389,unproves,negative
6390,unproving,negative
6391,unqualified,negative
6392,unquestionable,positive
6393,unquestionably,positive
6394,unravel,negative
6395,unraveled,negative
6396,unreachable,negative
6397,unreadable,negative
6398,unreal,positive
6399,unrealistic,negative
6400,unreasonable,negative
6401,unreasonably,negative
6402,unrelenting,negative
6403,unrelentingly,negative
6404,unreliability,negative
6405,unreliable,negative
6406,unresolved,negative
6407,unresponsive,negative
6408,unrest,negative
6409,unrestricted,positive
6410,unrivaled,positive
6411,unruly,negative
6412,unsafe,negative
6413,unsatisfactory,negative
6414,unsavory,negative
6415,unscrupulous,negative
6416,unscrupulously,negative
6417,unsecure,negative
6418,unseemly,negative
6419,unselfish,positive
6420,unsettle,negative
6421,unsettled,negative
6422,unsettling,negative
6423,unsettlingly,negative
6424,unskilled,negative
6425,unsophisticated,negative
6426,unsound,negative
6427,unspeakable,negative
6428,unspeakablely,negative
6429,unspecified,negative
6430,unstable,negative
6431,unsteadily,negative
6432,unsteadiness,negative
6433,unsteady,negative
6434,unsuccessful,negative
6435,unsuccessfully,negative
6436,unsupported,negative
6437,unsupportive,negative
6438,unsure,negative
6439,unsuspecting,negative
6440,unsustainable,negative
6441,untenable,negative
6442,untested,negative
6443,unthinkable,negative
6444,unthinkably,negative
6445,untimely,negative
6446,untouched,negative
6447,untrue,negative
6448,untrustworthy,negative
6449,untruthful,negative
6450,unusable,negative
6451,unusably,negative
6452,unuseable,negative
6453,unuseably,negative
6454,unusual,negative
6455,unusually,negative
6456,unviewable,negative
6457,unwanted,negative
6458,unwarranted,negative
6459,unwatchable,negative
6460,unwavering,positive
6461,unwelcome,negative
6462,unwell,negative
6463,unwieldy,negative
6464,unwilling,negative
6465,unwillingly,negative
6466,unwillingness,negative
6467,unwise,negative
6468,unwisely,negative
6469,unworkable,negative
6470,unworthy,negative
6471,unyielding,negative
6472,upbeat,positive
6473,upbraid,negative
6474,upgradable,positive
6475,upgradeable,positive
6476,upgraded,positive
6477,upheaval,negative
6478,upheld,positive
6479,uphold,positive
6480,uplift,positive
6481,uplifting,positive
6482,upliftingly,positive
6483,upliftment,positive
6484,uprising,negative
6485,uproar,negative
6486,uproarious,negative
6487,uproariously,negative
6488,uproarous,negative
6489,uproarously,negative
6490,uproot,negative
6491,upscale,positive
6492,upset,negative
6493,upseting,negative
6494,upsets,negative
6495,upsetting,negative
6496,upsettingly,negative
6497,urgent,negative
6498,usable,positive
6499,useable,positive
6500,useful,positive
6501,useless,negative
6502,user-friendly,positive
6503,user-replaceable,positive
6504,usurp,negative
6505,usurper,negative
6506,utterly,negative
6507,vagrant,negative
6508,vague,negative
6509,vagueness,negative
6510,vain,negative
6511,vainly,negative
6512,valiant,positive
6513,valiantly,positive
6514,valor,positive
6515,valuable,positive
6516,vanity,negative
6517,variety,positive
6518,vehement,negative
6519,vehemently,negative
6520,venerate,positive
6521,vengeance,negative
6522,vengeful,negative
6523,vengefully,negative
6524,vengefulness,negative
6525,venom,negative
6526,venomous,negative
6527,venomously,negative
6528,vent,negative
6529,verifiable,positive
6530,veritable,positive
6531,versatile,positive
6532,versatility,positive
6533,vestiges,negative
6534,vex,negative
6535,vexation,negative
6536,vexing,negative
6537,vexingly,negative
6538,vibrant,positive
6539,vibrantly,positive
6540,vibrate,negative
6541,vibrated,negative
6542,vibrates,negative
6543,vibrating,negative
6544,vibration,negative
6545,vice,negative
6546,vicious,negative
6547,viciously,negative
6548,viciousness,negative
6549,victimize,negative
6550,victorious,positive
6551,victory,positive
6552,viewable,positive
6553,vigilance,positive
6554,vigilant,positive
6555,vile,negative
6556,vileness,negative
6557,vilify,negative
6558,villainous,negative
6559,villainously,negative
6560,villains,negative
6561,villian,negative
6562,villianous,negative
6563,villianously,negative
6564,villify,negative
6565,vindictive,negative
6566,vindictively,negative
6567,vindictiveness,negative
6568,violate,negative
6569,violation,negative
6570,violator,negative
6571,violators,negative
6572,violent,negative
6573,violently,negative
6574,viper,negative
6575,virtue,positive
6576,virtuous,positive
6577,virtuously,positive
6578,virulence,negative
6579,virulent,negative
6580,virulently,negative
6581,virus,negative
6582,visionary,positive
6583,vivacious,positive
6584,vivid,positive
6585,vociferous,negative
6586,vociferously,negative
6587,volatile,negative
6588,volatility,negative
6589,vomit,negative
6590,vomited,negative
6591,vomiting,negative
6592,vomits,negative
6593,vouch,positive
6594,vouchsafe,positive
6595,vulgar,negative
6596,vulnerable,negative
6597,wack,negative
6598,wail,negative
6599,wallow,negative
6600,wane,negative
6601,waning,negative
6602,wanton,negative
6603,war-like,negative
6604,warily,negative
6605,wariness,negative
6606,warlike,negative
6607,warm,positive
6608,warmer,positive
6609,warmhearted,positive
6610,warmly,positive
6611,warmth,positive
6612,warned,negative
6613,warning,negative
6614,warp,negative
6615,warped,negative
6616,wary,negative
6617,washed-out,negative
6618,waste,negative
6619,wasted,negative
6620,wasteful,negative
6621,wastefulness,negative
6622,wasting,negative
6623,water-down,negative
6624,watered-down,negative
6625,wayward,negative
6626,weak,negative
6627,weaken,negative
6628,weakening,negative
6629,weaker,negative
6630,weakness,negative
6631,weaknesses,negative
6632,wealthy,positive
6633,weariness,negative
6634,wearisome,negative
6635,weary,negative
6636,wedge,negative
6637,weed,negative
6638,weep,negative
6639,weird,negative
6640,weirdly,negative
6641,welcome,positive
6642,well,positive
6643,well-backlit,positive
6644,well-balanced,positive
6645,well-behaved,positive
6646,well-being,positive
6647,well-bred,positive
6648,well-connected,positive
6649,well-educated,positive
6650,well-established,positive
6651,well-informed,positive
6652,well-intentioned,positive
6653,well-known,positive
6654,well-made,positive
6655,well-managed,positive
6656,well-mannered,positive
6657,well-positioned,positive
6658,well-received,positive
6659,well-regarded,positive
6660,well-rounded,positive
6661,well-run,positive
6662,well-wishers,positive
6663,wellbeing,positive
6664,wheedle,negative
6665,whimper,negative
6666,whine,negative
6667,whining,negative
6668,whiny,negative
6669,whips,negative
6670,whoa,positive
6671,wholeheartedly,positive
6672,wholesome,positive
6673,whooa,positive
6674,whoooa,positive
6675,whore,negative
6676,whores,negative
6677,wicked,negative
6678,wickedly,negative
6679,wickedness,negative
6680,wieldy,positive
6681,wild,negative
6682,wildly,negative
6683,wiles,negative
6684,willing,positive
6685,willingly,positive
6686,willingness,positive
6687,wilt,negative
6688,wily,negative
6689,wimpy,negative
6690,win,positive
6691,wince,negative
6692,windfall,positive
6693,winnable,positive
6694,winner,positive
6695,winners,positive
6696,winning,positive
6697,wins,positive
6698,wisdom,positive
6699,wise,positive
6700,wisely,positive
6701,witty,positive
6702,wobble,negative
6703,wobbled,negative
6704,wobbles,negative
6705,woe,negative
6706,woebegone,negative
6707,woeful,negative
6708,woefully,negative
6709,womanizer,negative
6710,womanizing,negative
6711,won,positive
6712,wonder,positive
6713,wonderful,positive
6714,wonderfully,positive
6715,wonderous,positive
6716,wonderously,positive
6717,wonders,positive
6718,wondrous,positive
6719,woo,positive
6720,work,positive
6721,workable,positive
6722,worked,positive
6723,works,positive
6724,world-famous,positive
6725,worn,negative
6726,worried,negative
6727,worriedly,negative
6728,worrier,negative
6729,worries,negative
6730,worrisome,negative
6731,worry,negative
6732,worrying,negative
6733,worryingly,negative
6734,worse,negative
6735,worsen,negative
6736,worsening,negative
6737,worst,negative
6738,worth,positive
6739,worth-while,positive
6740,worthiness,positive
6741,worthless,negative
6742,worthlessly,negative
6743,worthlessness,negative
6744,worthwhile,positive
6745,worthy,positive
6746,wound,negative
6747,wounds,negative
6748,wow,positive
6749,wowed,positive
6750,wowing,positive
6751,wows,positive
6752,wrangle,negative
6753,wrath,negative
6754,wreak,negative
6755,wreaked,negative
6756,wreaks,negative
6757,wreck,negative
6758,wrest,negative
6759,wrestle,negative
6760,wretch,negative
6761,wretched,negative
6762,wretchedly,negative
6763,wretchedness,negative
6764,wrinkle,negative
6765,wrinkled,negative
6766,wrinkles,negative
6767,wrip,negative
6768,wripped,negative
6769,wripping,negative
6770,writhe,negative
6771,wrong,negative
6772,wrongful,negative
6773,wrongly,negative
6774,wrought,negative
6775,yawn,negative
6776,yay,positive
6777,youthful,positive
6778,zap,negative
6779,zapped,negative
6780,zaps,negative
6781,zeal,positive
6782,zealot,negative
6783,zealous,negative
6784,zealously,negative
6785,zenith,positive
6786,zest,positive
6787,zippy,positive
6788,zombie,negative
